gene,211027_01_S001,211027_02_S001,211027_03_S001,211027_04_S001,211027_05_S001,211027_06_S001,211027_07_S001,211027_08_S001,211027_09_S001,211027_10_S001,211027_11_S001,211027_12_S001,211027_13_S001,211027_14_S001,211027_15_S001,211027_16_S001
pta,434.8975,371.27045,716.1344,493.4195,356.98665,393.29655,178.6219,635.8998,569.31175,495.3342,1533.3405,338.5148,473.8289,860.75615,273.4535,401.6617
yfcC,21.87234,20.792605,75.055805,49.68253,23.602955,7.219224,10.608175,19.800195,16.835115,27.06206,11.27202,19.42181,13.51712,94.72593,8.6015775,40.261
yfcD,1221.6975,954.05785,909.55545,820.71325,1148.5695,1217.808,799.2447,1094.1295,1043.22895,982.58915,1131.973,970.4284,1197.834,956.8785,549.3128,459.05435
yfcE,618.2711,535.609,506.4525,326.7413,640.3116,648.0201,253.6681,551.1244,467.14115,317.9616,598.39895,452.17345,754.43475,560.884,187.4399,195.4593
yfcF,48.778095,53.36919,57.55376,42.995485,68.509345,59.92392,27.46629,56.92401,57.304065,44.299255,26.78951,41.803655,86.282015,42.549695,24.51135,24.30324
yfcG,20.048175,17.522815,47.2523,38.214305,26.990815,19.671,14.518395,16.24134,57.330965,12.16299,11.564256,43.03259,67.531185,15.418955,22.648045,15.63155
folX,1043.21025,960.9013,503.01655,293.55405,923.8621,876.19865,338.3503,499.0032,422.8193,266.1541,760.8829,378.787,951.8686,557.5465,177.18065,155.18875
yfcH,546.80825,480.96945,362.314,259.10355,528.75665,411.73965,217.10255,256.3103,266.00395,168.5805,292.69535,235.7258,434.02745,289.56795,92.68173,224.1333
yfcI,106.81,96.03969,29.994885,23.79749,111.21605,62.169045,48.928885,43.14247,21.146625,15.6343,34.73478,21.76238,59.975985,32.93223,11.43328,11.26319
hisP,150.03095,148.95325,70.87326,51.77551,147.80945,123.4898,75.250375,113.761,104.02315,64.18659,42.84552,29.5742,74.714535,98.13764,56.278295,29.1705
hisM,360.9591,433.03995,142.4605,111.43525,383.3136,286.01935,151.97265,378.79965,173.5942,117.60225,124.15005,60.23481,185.21125,384.7432,84.17183,44.02037
hisQ,600.9979,615.85995,319.689,229.10765,650.1341,489.7932,218.45105,655.84805,386.83215,237.3142,172.84535,127.16025,321.81,679.62005,121.2512,103.667
hisJ,1075.3685,1204.554,1511.9535,904.6639,1132.348,1051.412,453.97115,2079.696,1403.2915,664.4295,591.8808,306.0525,1201.909,2360.4565,556.483,421.16225
argT,1586.9915,1587.9695,304.236,293.6375,1389.4965,1329.252,753.5513,347.49695,852.9313,248.82255,322.76495,261.6458,536.20395,370.71155,340.0124,128.07965
ubiX,371.10175,349.0443,245.48995,175.7455,324.9947,292.88325,148.39185,440.7899,239.47845,181.0361,264.95825,179.92185,257.1846,426.42375,105.98978,77.257065
purF,208.2472,194.98225,328.2725,227.6234,184.218,131.124,87.35834,240.8364,326.3311,97.491615,177.82175,389.4641,451.17475,248.4148,104.70995,79.34775
cvpA,634.2745,473.157,1022.3725,731.4757,458.3884,357.61175,277.5381,751.8619,1045.20265,326.6554,471.10895,1142.731,1270.5625,833.5296,557.53365,241.7173
dedD,641.25795,497.36985,548.00215,461.0538,626.6193,450.6561,330.86015,571.924,693.6691,484.55895,331.8524,368.3842,409.48585,595.23185,272.167,258.0318
folC,593.07285,475.2751,493.033,357.4841,521.32215,467.63715,235.46105,560.6966,574.23555,349.52055,418.6514,427.32375,446.73295,565.63075,212.87935,183.2512
accD,1988.7625,1621.0755,1869.6585,1460.2225,1922.4975,1714.869,953.4526,2398.455,2433.3225,1404.9735,1515.9785,1680.1985,2048.1975,2205.5905,1089.923,684.5701
dedA,1903.847,1652.886,1810.8875,1219.233,1845.6605,1639.3265,844.21215,2733.638,1858.5945,1208.4445,1426.397,1435.725,2270.1225,2686.7285,1053.9418,651.99515
truA,1340.312,1074.79,1278.493,807.38755,1300.1025,984.26515,538.35385,1687.365,1326.395,780.2256,884.27195,910.3495,1302.729,1607.821,407.24875,460.70595
usg,829.0008,634.0692,836.51845,600.6253,780.31825,653.68755,317.43585,1093.0298,977.27335,556.885,592.7321,506.02465,842.15765,1006.4313,335.20225,288.57785
pdxB,723.2423,640.3726,976.72085,614.7201,747.5925,767.77015,347.82125,903.66485,1159.161,538.4569,663.12925,772.6134,998.38535,834.323,564.08795,294.1836
flk,266.1508,213.6231,193.27125,136.5192,246.87595,207.5558,132.8884,300.1396,196.0385,142.99625,190.10595,130.43375,215.3443,261.9487,106.056835,80.956745
yfcJ,200.6159,159.8449,117.256,89.460575,181.12515,76.1063,76.498985,191.7611,114.73765,137.54605,65.925295,64.587165,91.41589,176.97705,44.701325,38.620645
fabB,6058.497,5475.087,2602.2685,2300.665,6947.73,4219.606,3345.9905,2427.4535,2890.6,2704.871,3465.766,4697.215,2949.4705,3403.8545,2298.023,1619.037
trmC,218.2854,175.8563,132.7981,94.907035,174.36435,118.4369,77.708985,146.54835,121.2599,105.3191,129.84595,133.09005,37.62607,169.17865,32.534435,61.42754
yfcL,596.8326,509.39825,328.51265,323.603,573.868,435.06925,324.93485,484.55765,336.0046,393.74035,224.50365,249.69845,525.75245,401.76435,197.0293,155.24395
yfcM,1145.0185,932.52715,567.14915,416.0465,1049.3184,825.2069,467.2817,738.8304,568.7721,542.37455,413.57775,463.88805,885.25125,726.1282,277.091,244.59155
yfcA,483.83275,416.7492,260.8753,202.8182,468.4636,372.77105,247.96505,364.85315,267.2341,247.61595,213.28365,225.80315,408.0504,335.50735,141.8234,123.08515
mepA,429.4717,387.90715,240.901,175.4807,474.4594,355.29565,185.52685,367.24305,233.32715,187.5633,186.5006,226.7449,441.0069,321.4076,88.90135,92.372425
aroC,693.1276,530.0029,442.65275,347.12405,685.2467,565.7015,324.57825,465.53645,435.83155,380.26725,279.23985,403.703,713.5375,463.34865,194.2013,186.60935
prmB,658.2489,514.49655,457.1518,290.8875,588.9902,568.9299,238.4518,430.32675,520.48625,273.75345,389.512,416.22615,830.9472,448.67835,220.28385,164.54475
yfcN,206.9242,185.1992,280.88195,185.3769,200.7791,178.6592,81.259575,230.6439,247.35025,158.19555,112.48585,118.0022,214.653,227.55475,105.07102,101.19031
yfcO,159.46515,169.09205,74.91402,65.730095,170.94625,97.51848,70.393585,89.611585,69.65956,48.97457,83.939395,41.752225,93.561505,88.579745,43.55883,28.83304
yfcP,20.71989,19.94732,13.55388,11.91908,19.134615,12.649135,9.7734315,15.603135,10.248665,7.9465485,8.235352,7.792509,13.55856,13.09961,5.2047355,4.610614
yfcQ,8.1422865,7.0888155,7.093995,4.1232325,12.12656,7.643989,3.066332,6.0917755,2.810218,2.7877565,3.2388285,2.2574685,5.0028115,7.7106715,2.1645815,3.0103215
yfcR,12.21769,12.51789,9.8457805,7.325441,10.96566,9.975519,6.436358,13.264225,5.7810945,4.0299135,4.4175135,5.648017,6.5505795,9.940615,2.9382095,3.799181
yfcS,16.485865,10.4989,9.1521085,8.8408245,12.685995,8.554776,7.139943,12.99429,7.0634695,5.0278535,6.520989,4.721564,6.5960695,12.388175,2.816538,2.907661
yfcT,25.5218,21.03941,17.197425,14.708685,26.429555,11.020795,10.880324,18.59975,7.4789545,9.0264995,7.5307455,6.116479,8.8162365,18.948245,5.681918,4.6071315
yfcU,35.53481,32.929265,24.1669,19.874655,38.39414,20.78439,20.72347,26.130945,15.055535,15.228125,13.905175,10.237368,16.58917,23.59344,9.3654915,12.988135
yfcV,13.384835,13.01898,10.710283,7.001684,5.8439795,6.969358,4.792642,13.080505,3.3764415,5.8843045,4.196754,2.2221185,3.1599865,13.953395,2.3226515,4.854231
sixA,917.03385,857.9434,689.82505,514.6266,801.75665,729.89125,447.5417,923.144,729.3659,588.6566,620.94215,386.156,938.2418,922.2526,329.99865,268.15745
yfcX,181.828,188.5813,93.159495,62.233885,158.6398,205.4951,60.97379,44.47168,129.8519,17.182895,30.96496,31.96006,66.702585,70.667955,32.116535,24.63284
yfcY,149.8774,155.698,79.62907,54.36251,112.48275,125.63895,54.248285,28.00983,106.57965,15.64476,26.55944,28.060345,57.488635,62.170785,20.79323,30.98177
yfcZ,165.23155,151.8629,574.6775,425.08095,191.4017,144.40285,74.169995,149.35625,460.1672,149.83245,106.33325,427.67635,290.01715,412.32645,257.2038,503.32345
fadL,1201.03,979.062,1534.1865,871.8159,806.54045,849.74805,330.1237,1974.0425,717.8531,710.6086,1407.4315,680.96625,1131.503,2320.4735,251.92595,413.37365
yfdF,18.92955,16.81042,11.21643,9.822392,13.17644,16.04745,9.6517075,16.232845,12.4748845,9.1238645,15.07102,4.817285,14.834675,14.17844,6.765977,3.597279
vacJ,2317.803,1892.854,945.03335,665.23785,1811.5165,1775.7595,934.67665,1126.9341,1173.14955,736.88405,2376.433,1697.8345,2301.505,1190.441,524.92685,354.57175
yfdC,42.699635,36.66911,66.87063,48.49214,49.21205,40.001755,28.52677,24.65609,84.565335,16.946995,18.29541,53.85884,125.4723,20.983195,44.791305,18.734145
argW,47.39278,58.28345,18.762555,18.398275,46.501185,34.06045,33.59068,37.752055,16.51541,23.068525,21.798675,14.14073,22.095485,23.25352,10.830865,7.4175765
intS,131.3085,131.9398,58.515415,47.041705,98.714695,87.05672,57.077395,104.600495,65.806605,54.30484,60.801565,37.787775,66.364335,96.85896,38.047295,25.19338
yfdG,1244.2885,1254.9715,436.67385,370.8173,1156.604,1026.489,697.80815,1071.9805,633.32095,697.53865,952.44215,609.81355,1217.6275,1088.1035,545.5219,288.27295
yfdH,1341.8525,1239.7025,680.45555,546.4577,1258.8545,1102.4478,660.4452,1251.52835,816.3634,877.55615,818.1259,700.2627,1349.659,1107.18035,529.7079,333.0884
yfdI,218.7931,228.1921,284.4884,334.5827,195.83165,178.01055,159.7452,464.98035,185.28555,225.42255,179.99125,245.3526,271.03125,376.6345,169.50675,132.83025
tfaS,42.185645,37.109335,16.7165,10.8442025,39.46046,24.62132,18.49026,21.496865,13.25648,8.818898,17.95481,17.22653,29.585435,24.493645,6.943,5.915411
yfdK,9.6807755,12.281555,5.452982,3.1570885,8.519166,7.0496765,6.0512385,7.1882085,2.8720875,3.597235,2.5206625,3.5203675,4.9108705,3.588847,2.2243525,2.402552
yfdL,2.7068375,2.899102,2.604114,2.2830795,3.517091,2.68089,2.483212,3.0154205,2.4132385,2.538812,2.436736,2.188396,2.3419915,2.6457975,2.1899995,2.243512
yfdM,2.712629,3.588231,2.699578,2.240263,2.6436415,2.5986085,2.393056,3.419322,2.4837415,2.605713,2.288421,2.1314545,2.5166405,2.5037965,2.1801245,2.1849905
yfdN,3.5503355,2.886025,2.754933,2.426573,2.81673,2.768774,2.5431465,2.868859,2.459197,2.5608895,2.431025,2.119601,2.523159,2.5966015,2.064756,2.325083
yfdO,8.74473,8.3981045,6.1255355,4.3585725,7.6441835,4.7777,4.7034235,5.0422575,2.593543,2.872345,2.6441765,3.5296375,4.017336,6.677829,2.2454225,2.2418425
yfdP,26.602885,23.751465,14.380845,10.508394,23.41971,20.416685,13.79713,16.36631,12.675165,12.87112,12.9368,11.363765,14.198625,14.98809,6.927662,7.402002
yfdQ,7.366569,5.520945,7.2066435,4.951791,7.6719455,5.1763095,2.6674285,7.5562005,5.7256145,5.9914605,4.622289,4.065738,6.883759,5.114954,4.6303765,3.7838485
yfdR,7.36309,5.6050205,4.297625,2.649413,5.265434,3.2038075,2.382312,3.9026885,2.429844,2.4597975,2.3886775,2.232331,2.696178,2.741815,2.1210625,2.1693455
yfdS,10.395696,11.291495,11.350875,7.7879525,7.9318895,5.8245585,6.69101,8.932092,4.9923155,6.1072415,4.977133,4.876793,7.2632675,8.325939,3.503532,4.088142
yfdT,15.05318,8.0014925,8.7382485,8.256409,13.022295,5.0068205,7.465999,10.2170685,6.7022955,6.1821385,5.2978105,4.1160235,5.7596915,8.1883025,3.9097845,2.659599
ypdJ,9.0919335,7.9658145,6.9864635,4.995888,7.625596,5.7284505,4.869509,5.994821,6.6137665,5.4068915,5.113751,3.607267,7.2581425,3.8757765,4.3468325,2.7893845
torI,503.46605,519.71135,145.20305,155.067,562.4221,299.9998,402.04035,164.7359,207.24085,143.54305,149.86375,158.6951,421.57975,104.99107,129.2314,96.98963
dsdC,64.180245,68.45753,48.20348,34.658135,49.31227,52.07336,22.632415,30.7156,52.800835,19.822515,24.74307,20.188125,31.245935,36.560125,25.752995,21.24096
dsdX,14.155924,15.31967,27.213225,18.322865,22.92443,15.2442,7.444055,14.14049,40.79149,4.054626,10.563216,7.0343035,19.179245,11.666635,8.75742,7.97455
dsdA,65.971095,55.7483,108.578,75.18312,76.37895,73.82432,27.056815,84.927165,156.08745,52.579815,91.156645,54.357535,132.62,68.595175,55.089905,41.8123
emrY,6.4018875,4.4093055,5.30769,4.135395,3.6107105,2.890042,2.774126,4.8804805,2.555821,2.910893,3.6107155,2.3247005,2.477279,4.4682525,2.400031,2.324713
emrK,8.3649685,7.2001505,7.9808305,4.481611,6.8587305,7.4623545,4.620666,9.534567,6.7633585,7.3364825,2.8323845,2.8775035,5.3157395,10.0145755,3.997145,3.652397
evgA,654.28575,647.716,295.00515,290.5461,699.58125,477.32045,313.7129,513.6273,238.9157,415.9656,197.32155,223.01995,390.87195,413.1171,207.04085,205.89305
evgS,73.49455,100.166005,32.953085,24.926605,67.562195,66.880215,28.534995,92.52856,9.6626605,45.752195,25.643175,25.79636,40.566965,72.799735,4.235239,16.51224
yfdE,10.59946,4.71977,7.4864845,5.8309615,6.624131,2.8863135,3.148162,7.365956,2.955906,3.577765,4.4019535,2.461896,2.949988,7.117785,2.257427,2.3537975
yfdV,4.3123855,5.1103755,8.5334785,3.518541,2.855972,2.677237,2.4446075,6.1242315,2.6233585,2.535202,2.651923,2.143474,2.387947,5.117356,2.229572,2.320034
oxc,10.329125,11.270305,14.55789,7.4536075,10.497906,5.829116,3.468814,11.92,6.394002,5.6694835,5.830682,2.8812075,6.249112,10.605355,2.3864935,3.1829275
frc,7.590718,5.6899425,11.224685,5.3101455,7.153249,4.234354,2.4888945,6.71889,3.5465415,3.070307,2.792742,2.271085,3.169494,5.914112,2.2554415,2.340864
yfdX,20.803835,16.141655,20.925325,17.76119,12.71504,7.292471,8.96545,14.49259,7.2418505,9.7424805,5.263036,6.520037,7.589645,12.918495,3.963452,6.209225
ypdI,10.117254,14.1305,11.38459,8.5427095,9.5052435,11.32187,6.263394,8.1166005,4.4708575,7.5893665,9.868731,8.3968645,8.087237,9.0313985,4.299714,7.4235305
yfdY,244.99955,260.83755,87.251305,73.520195,253.41035,193.0016,127.08225,113.30805,68.71467,47.30007,158.68575,76.68688,149.9836,97.566995,60.1152,49.70537
ddg,303.42385,218.95345,141.12045,126.1934,288.1323,248.62515,171.80995,425.17585,190.48645,169.00555,122.66885,112.6479,322.8788,285.86095,188.9929,97.78552
yfdZ,491.6952,440.22595,403.0295,335.31915,575.6054,460.006,312.78545,385.43115,343.0927,406.00895,183.4037,208.06345,449.8954,290.45315,182.12325,238.2285
ypdA,118.40795,108.7687,93.576475,59.973975,114.83845,106.0569,48.21582,132.78655,83.86149,54.374295,125.0497,94.5325,146.4394,131.0578,41.07498,33.313615
ypdB,112.00235,113.04655,83.37245,58.73553,112.7756,112.70235,40.96525,117.2331,74.41723,47.689245,97.87033,71.50849,124.6263,111.70139,42.607,35.35923
ypdC,86.424525,86.9489,87.242585,58.93897,106.5903,69.847695,46.761335,113.193,61.40909,51.17244,49.53445,69.43762,89.97678,104.49495,25.82602,35.135115
ypdD,24.378445,19.324455,15.551695,15.75348,19.72362,13.19355,10.791045,11.070314,7.7807425,9.7773005,8.119085,10.083954,10.44057,12.512555,4.6740295,6.9442255
ypdE,12.890765,10.782865,12.172305,10.8407425,12.787175,7.1286675,7.0672475,8.9484205,6.5101005,7.839361,4.071565,4.645492,8.447402,10.0583865,3.939161,3.550617
ypdF,15.596385,9.4454405,12.62951,7.755003,14.433885,7.350212,7.746139,9.663007,7.45818,8.804761,3.613697,4.8094995,9.1577865,6.464864,3.066784,4.1825305
ypdG,16.116625,9.858996,4.750459,3.9511165,7.906479,4.9781055,4.521881,4.597168,2.6941425,3.3049175,2.498152,2.2905055,5.413916,6.407053,2.171423,2.2725615
ypdH,11.24813,11.44299,6.305515,5.798384,10.1368445,7.588488,6.199535,6.442831,3.0640775,4.304479,4.1536695,3.182504,5.5041315,5.3023305,2.397525,2.8101585
glk,1139.435,1007.8402,734.9478,677.8967,827.6641,1028.9265,354.27065,715.52455,1453.7505,470.8839,443.3907,699.5033,899.73665,800.40215,590.7538,682.502
yfeO,45.59311,41.60366,42.249245,33.675855,52.141335,40.509005,30.482375,45.89599,46.96679,22.38365,18.952605,33.930605,46.86772,39.65333,19.9897,14.83303
ypeC,61.611655,55.856555,54.13601,40.52306,78.121715,49.69734,33.33037,69.10988,40.91148,26.16743,19.784485,20.02242,26.26007,55.143275,12.61287,27.42872
mntH,360.21755,315.8062,177.8716,125.2999,338.46115,296.677,142.1408,631.6917,243.9431,119.1545,115.1465,101.0863,189.3553,412.33585,58.89527,90.20919
nupC,2201.2255,2124.8415,1485.239,942.90425,1593.245,1756.428,547.97945,1444.826,1232.4145,655.9402,1142.098,1218.259,1749.6115,2193.825,523.49485,358.85885
yfeA,142.6787,125.8485,90.625665,54.11502,143.1838,66.9614,60.0864,143.9143,21.815865,80.1125,48.625035,58.91438,51.919935,122.3976,11.69777,30.992235
alaX,5202.6455,3778.242,2085.2685,1068.654,3601.2445,2155.499,2634.008,2413.886,1696.9725,2681.3145,2726.7845,1852.097,2155.875,2310.8045,837.7092,1028.7145
alaW,5395.9345,3927.745,2153.0565,1180.273,3706.352,2139.8645,2621.3755,2517.4325,1811.027,2858.6345,2858.892,1823.8675,2249.609,2520.732,824.8785,972.60245
yfeC,745.12145,643.6572,945.55345,702.7543,573.5709,588.8919,242.0395,368.88015,904.09915,371.8307,279.8841,368.6353,375.7506,738.65635,536.7725,572.14125
yfeD,208.6866,209.0635,177.95915,150.276,158.8464,151.1757,73.655075,90.80817,151.931,78.60902,70.14834,66.9169,94.6987,163.2699,93.22889,97.935075
gltX,1196.0425,1008.51215,1069.4865,806.85335,1184.983,1146.6005,561.6144,1088.298,1235.463,817.45675,1176.431,1517.4895,1854.344,1178.469,576.52545,439.42595
valU,23089.295,20675.185,8752.087,5834.816,21377.1,14073.145,10140.975,18171.94,7679.0805,15361.36,18438.205,13621.57,19404.585,19032.57,3541.2105,4308.125
valX,23266.2,20455.97,8551.686,5845.69,21140.67,14025.37,9968.2625,17928.625,7697.7865,15135.87,18602.375,13565.73,19315.215,19001.875,3530.417,4333.8965
valY,22708.075,20192.055,8580.0065,5697.808,21081.06,13768.585,10128.12,18002.585,7680.256,14869.72,18383.62,13508.85,19208.625,18487.57,3461.8265,4238.7065
lysV,28238.73,21960.335,10238.883,7493.0995,26753.715,17340.99,13885.88,21413.095,7726.1055,15343.955,18962,12431.145,22534.19,18007.46,3093.1445,4331.669
xapR,75.108935,78.85791,56.433445,37.585445,98.18265,54.839005,30.475885,57.43753,42.375835,28.49049,26.01209,27.028455,53.52723,53.07816,12.689165,22.504695
xapB,58.59602,61.371675,38.44194,28.590785,69.06264,42.151045,28.50165,40.459405,24.37608,21.828315,36.913025,25.73638,43.93016,34.916425,17.78301,21.02161
xapA,10.87134,9.992185,11.333745,6.2182635,12.465395,5.7626565,4.7642565,8.301382,7.3751555,4.7212725,2.946851,3.383379,5.192016,7.1931405,3.8855145,2.5012375
yfeN,25.57127,20.492725,6.547907,5.338355,21.360875,8.839114,9.790032,8.3238725,3.8481415,5.161377,6.916626,4.775373,6.8876705,9.6615185,4.3292545,3.0979735
yfeR,39.653485,34.81579,31.7513,19.36241,30.38779,21.781795,16.1187,34.421895,27.566785,21.880405,21.599465,19.434665,23.79055,34.969755,10.897985,9.4899305
yfeH,213.9334,192.54115,179.4464,137.66325,251.37325,161.25785,102.035995,153.6305,206.4012,113.5372,170.94575,197.26785,203.5582,185.24295,90.910145,111.5096
ypeB,117.61265,97.1702,59.259765,50.854325,118.0167,71.165805,62.317035,86.735455,71.31281,52.13911,51.815465,55.0946,69.380405,72.134275,31.1564,27.41272
ligA,378.4091,285.5004,222.42695,182.91385,346.6865,248.4806,178.9021,297.14485,258.7717,172.0696,181.4716,216.7478,243.387,243.40545,100.80637,83.375685
zipA,879.74485,757.6226,448.62235,331.65605,961.59145,611.0204,417.19285,456.19485,509.82395,336.4424,321.2917,390.0604,535.5169,423.74305,245.7623,225.1258
cysZ,144.79275,156.7083,94.120475,54.480475,167.4391,173.13705,59.38329,151.01315,125.36555,63.194355,168.58375,107.802085,219.3985,136.50415,76.065165,28.80279
cysK,609.30985,568.9627,913.2426,862.8227,741.7311,1017.5498,413.80685,660.4684,1308.245,636.0294,489.0444,750.5186,1225.6768,609.9819,1020.76905,472.0552
ptsH,11466.6485,6179.8155,8101.8215,6994.3685,3796.6005,5461.391,2683.427,6897.101,12045.61,4118.1075,3352.2885,5323.2715,7616.93,6310.054,6321.7855,3924.238
ptsI,3528.757,2102.449,2159.305,1610.283,1224.8785,1385.23,678.35385,2140.6345,2335.462,1428.6975,1061.769,1523.089,2131.0485,2170.4905,1258.013,1525.8345
crr,8218.288,6352.4095,7988.421,7373.7715,5675.793,6095.3345,3716.8125,6824.5785,10018.5625,5265.028,4670.833,5924.17,9160.6845,6508.103,6226.351,5053.9785
pdxK,146.52895,130.15215,249.7235,186.75405,149.6986,179.85975,56.66789,222.61305,279.73885,185.97225,175.4798,84.89286,281.10505,234.06125,131.91635,113.61795
yfeK,69.020035,66.993935,31.24921,26.589015,56.694255,80.44742,51.87465,45.608335,38.098175,42.759615,52.57394,45.51753,390.1565,31.770075,24.976175,30.475825
yfeS,82.489,83.571805,26.823625,29.253665,79.575645,63.42863,68.823585,49.28156,34.942345,49.797645,38.588,25.917625,188.63765,30.764435,22.98864,27.8578
cysM,211.55615,190.2311,121.12425,93.551875,208.85495,181.8353,92.307535,91.614445,119.28895,104.281655,107.7677,78.984,174.5155,69.80887,48.48379,37.460185
cysA,32.159435,26.58378,28.592935,19.923275,29.389055,22.520105,16.19245,24.95192,33.12624,21.23573,12.93006,14.816395,22.533495,19.51406,20.413345,15.11398
cysW,36.582845,30.79183,29.33204,23.31009,33.5935,23.95856,20.01562,28.71274,26.61885,21.22898,9.5803125,14.709695,21.89314,22.6715,18.67718,10.943655
cysU,39.264335,31.422145,41.413375,23.800595,37.8398,27.363365,19.565225,31.25687,29.898525,20.750205,13.544025,16.06665,20.445695,33.534895,18.698735,13.84913
cysP,45.40495,36.382975,47.21603,33.30255,41.515435,24.277215,17.748625,33.013,46.721935,21.92077,17.86285,19.35818,28.352175,31.011595,30.1607,25.22011
ucpA,2253.389,2375.7935,1505.141,1026.06895,2085.213,1877.3315,655.04505,864.7635,1884.9675,360.8837,851.5666,666.535,889.74815,1718.8335,533.5944,805.1135
yfeT,126.93465,116.419175,67.010695,53.770665,82.242555,60.622145,39.663255,51.55372,36.33644,23.351545,22.55572,14.539875,24.57257,76.2424,19.508295,12.13049
yfeU,241.42515,223.4857,139.93835,103.88351,123.40465,161.00385,64.636465,74.00461,127.735785,56.282645,52.661545,38.997235,57.31588,96.14472,54.17239,38.641805
murP,151.86065,171.5983,52.395165,49.747345,107.1874,99.857645,62.094335,48.001435,49.654555,28.701615,39.27004,22.012275,35.82496,57.326465,26.89218,20.84923
yfeW,166.94915,176.56025,47.915045,46.75572,129.91595,115.1023,72.57616,50.808575,62.20417,36.03266,36.924365,32.81332,42.795085,63.665995,27.12702,25.31374
yfeX,509.0036,400.5127,770.9875,551.17825,443.72775,442.51375,210.5128,432.837,714.23265,323.53235,362.7884,416.51235,668.45085,582.7024,275.8003,588.4459
yfeY,439.90875,391.46605,191.23,139.5573,410.0606,329.9291,221.5382,232.34995,268.27275,172.0621,223.14975,220.28165,649.0103,217.93805,114.5825,91.832915
yfeZ,974.1766,838.99075,514.9061,415.54995,898.56345,710.21245,468.49775,652.3909,806.0941,590.13045,534.07175,631.91,810.7411,641.96685,436.56465,300.51205
ypeA,633.3753,558.02145,394.74185,301.8672,650.35375,492.6571,332.49315,446.994,544.48315,329.60105,334.61985,364.8029,571.9242,400.40215,277.11625,185.3992
amiA,220.4566,174.3747,166.2027,130.36065,235.995,169.0744,93.648475,223.0867,239.9235,159.5743,116.28675,123.7118,199.0703,174.222,122.03155,84.462135
hemF,169.5396,142.63215,115.4762,90.21807,191.61475,111.67275,91.28081,154.2416,142.69445,114.03325,76.1257,86.916945,124.2355,144.72325,64.917015,55.82142
yfeG,35.66169,31.427395,34.235005,24.94053,35.11137,23.815,15.468175,22.00168,38.24026,18.29854,15.982845,20.902745,19.595855,24.822045,14.700895,14.3742
yffI,69.50984,56.654405,58.071925,46.333395,69.42938,45.42826,34.426735,45.87199,73.809035,37.600665,29.192905,40.84062,29.576745,55.20535,25.111385,27.06039
eutL,97.145905,75.252745,98.747095,67.97561,92.750975,73.894175,40.394735,76.597085,158.35825,45.92425,61.756145,64.161315,42.59977,90.738025,46.97411,39.905905
eutC,127.6243,99.51137,121.02188,93.028345,124.14195,82.318955,47.25209,88.083975,156.44805,63.588295,65.185175,68.992855,53.68837,104.212,50.637915,59.084405
eutB,158.4901,129.9239,191.6333,134.2419,149.9637,114.19895,92.523975,147.9843,289.99515,120.16615,111.55825,112.13545,84.851435,188.24155,93.483745,99.72158
eutA,17.48249,10.99236,14.54938,8.5306995,21.853435,12.09482,10.2361955,9.7844405,11.266895,8.3082325,3.507006,8.7903525,9.548767,8.3974675,3.9235055,3.9589015
eutH,64.104715,54.44011,65.5784,55.68191,70.877375,54.01653,38.997505,45.841995,51.783715,38.15708,26.075575,33.944765,51.048795,42.921515,26.265545,22.154875
eutG,9.8022545,8.1474335,6.1418225,5.554006,7.2917735,3.038858,2.60257,4.220529,5.455351,4.3668835,2.4588925,3.6432545,3.9624855,4.071172,2.3390315,2.2078305
eutJ,12.35986,10.368045,12.89653,10.0476205,17.15834,8.748213,8.017747,8.0997225,11.408814,8.0859195,6.018866,6.8785785,7.559071,7.573505,6.0026995,4.330883
eutE,8.1183565,4.320446,5.653225,7.534134,8.974757,3.9068665,2.7127955,5.708542,4.515253,3.708247,2.5486665,2.2664255,4.6495245,5.2826155,2.5095725,2.3133395
cchB,7.1860785,6.9415515,7.02703,6.333504,6.7149645,5.789936,2.612529,7.6570375,6.5042645,3.435999,2.569805,3.35209,8.1263855,7.494716,3.369567,3.065001
cchA,36.9123,33.70173,47.61255,38.18115,45.405295,52.482345,19.92807,38.97547,61.644965,25.463695,26.923775,21.670005,59.315215,40.23715,19.982145,17.59514
eutI,15.90769,17.856175,17.27841,10.76784,20.663595,13.6137,8.3331575,10.115422,12.77448,7.385966,6.336975,7.531099,13.63341,9.5801845,6.3917135,4.0598275
eutT,10.30818,9.045076,7.222088,7.1832965,11.37056,6.419132,4.9858835,4.306798,7.3745825,3.9735135,2.330326,4.198957,4.464951,4.7682235,5.5129905,2.2974785
eutQ,16.882035,19.83088,12.83977,11.31844,16.20629,17.399895,8.078884,7.8640885,17.242135,7.731212,6.689811,7.2186685,13.083585,10.202091,9.4861425,7.78381
eutP,17.088305,13.796455,10.716425,9.9813105,14.98175,14.068685,8.0135695,7.151968,13.781235,7.215916,6.0644435,4.935785,7.5612975,5.8993255,6.2409435,5.218523
ypfE,16.359885,15.56393,14.93645,10.7747585,15.89715,14.67164,7.018035,6.702324,17.53198,6.28176,6.3061075,4.429099,9.481839,9.710812,6.9741905,10.3895545
maeB,1062.8902,1198.028,783.50065,667.1237,1291.3875,1447.8415,638.69885,707.35055,1615.3835,538.5312,659.5579,556.7619,1259.2385,708.58115,695.8848,418.9802
